Areaname,STCOU,EAN010201F,EAN010201D,EAN010201N1,EAN010201N2,EAN010202F,EAN010202D,EAN010202N1,EAN010202N2,EAN010203F,EAN010203D,EAN010203N1,EAN010203N2,EAN010204F,EAN010204D,EAN010204N1,EAN010204N2,EAN010205F,EAN010205D,EAN010205N1,EAN010205N2,EAN010206F,EAN010206D,EAN010206N1,EAN010206N2,EAN010207F,EAN010207D,EAN010207N1,EAN010207N2,EAN012204F,EAN012204D,EAN012204N1,EAN012204N2,EAN012205F,EAN012205D,EAN012205N1,EAN012205N2,EAN012206F,EAN012206D,EAN012206N1,EAN012206N2,EAN012207F,EAN012207D,EAN012207N1,EAN012207N2
"Dakota, NE",31043,0,438716,0000,0000,0,417486,0000,0000,0,431508,0000,0000,0,431921,0000,0000,0,455190,0000,0000,0,492100,0000,0000,0,514600,0000,0000,0,32763,0000,0000,0,34694,0000,0000,0,36433,0000,0000,0,37540,0000,0000
"Dawes, NE",31045,0,94909,0000,0000,0,100269,0000,0000,0,111760,0000,0000,0,111141,0000,0000,0,121545,0000,0000,0,119835,0000,0000,0,125442,0000,0000,0,19605,0000,0000,0,21087,0000,0000,0,20794,0000,0000,0,21047,0000,0000
"Dawson, NE",31047,0,386424,0000,0000,0,405375,0000,0000,0,440964,0000,0000,0,428314,0000,0000,0,449995,0000,0000,0,452826,0000,0000,0,502718,0000,0000,0,28095,0000,0000,0,29837,0000,0000,0,29418,0000,0000,0,32423,0000,0000
"Deuel, NE",31049,0,19997,0000,0000,0,18723,0000,0000,0,27741,0000,0000,0,22226,0000,0000,0,21363,0000,0000,0,20634,0000,0000,0,26243,0000,0000,0,19193,0000,0000,0,18212,0000,0000,0,17896,0000,0000,0,22900,0000,0000
"Dixon, NE",31051,0,85970,0000,0000,0,82080,0000,0000,0,102743,0000,0000,0,108833,0000,0000,0,104607,0000,0000,0,93016,0000,0000,0,122565,0000,0000,0,34149,0000,0000,0,32906,0000,0000,0,29241,0000,0000,0,37922,0000,0000
"Dodge, NE",31053,0,584969,0000,0000,0,585450,0000,0000,0,606229,0000,0000,0,626882,0000,0000,0,638808,0000,0000,0,667925,0000,0000,0,696285,0000,0000,0,28409,0000,0000,0,29228,0000,0000,0,30022,0000,0000,0,30905,0000,0000
"Douglas, NE",31055,0,15839063,0000,0000,0,15895315,0000,0000,0,16662045,0000,0000,0,17647990,0000,0000,0,18388785,0000,0000,0,19557295,0000,0000,0,20638266,0000,0000,0,45508,0000,0000,0,47190,0000,0000,0,49352,0000,0000,0,51108,0000,0000
"Dundy, NE",31057,0,34521,0000,0000,0,29751,0000,0000,0,36360,0000,0000,0,32895,0000,0000,0,33051,0000,0000,0,30520,0000,0000,0,36541,0000,0000,0,24011,0000,0000,0,24410,0000,0000,0,23513,0000,0000,0,28548,0000,0000
"Fillmore, NE",31059,0,97829,0000,0000,0,86996,0000,0000,0,105365,0000,0000,0,106683,0000,0000,0,105944,0000,0000,0,97945,0000,0000,0,118328,0000,0000,0,26578,0000,0000,0,26282,0000,0000,0,24535,0000,0000,0,29116,0000,0000
"Franklin, NE",31061,0,33424,0000,0000,0,23553,0000,0000,0,39698,0000,0000,0,38972,0000,0000,0,37633,0000,0000,0,33237,0000,0000,0,39441,0000,0000,0,20468,0000,0000,0,19703,0000,0000,0,17812,0000,0000,0,21193,0000,0000
"Frontier, NE",31063,0,40584,0000,0000,0,28617,0000,0000,0,46648,0000,0000,0,45603,0000,0000,0,50956,0000,0000,0,47811,0000,0000,0,60770,0000,0000,0,26149,0000,0000,0,28467,0000,0000,0,26665,0000,0000,0,34607,0000,0000
"Furnas, NE",31065,0,63182,0000,0000,0,46093,0000,0000,0,66293,0000,0000,0,63250,0000,0000,0,65819,0000,0000,0,55831,0000,0000,0,77385,0000,0000,0,22867,0000,0000,0,23616,0000,0000,0,20236,0000,0000,0,27967,0000,0000
"Gage, NE",31067,0,367785,0000,0000,0,346215,0000,0000,0,385149,0000,0000,0,413390,0000,0000,0,411677,0000,0000,0,416775,0000,0000,0,444534,0000,0000,0,27862,0000,0000,0,27698,0000,0000,0,27906,0000,0000,0,29893,0000,0000
"Garden, NE",31069,0,19221,0000,0000,0,17185,0000,0000,0,25834,0000,0000,0,23889,0000,0000,0,23868,0000,0000,0,19913,0000,0000,0,26617,0000,0000,0,15573,0000,0000,0,15399,0000,0000,0,13249,0000,0000,0,17912,0000,0000
"Garfield, NE",31071,0,21666,0000,0000,0,21739,0000,0000,0,25001,0000,0000,0,24851,0000,0000,0,26389,0000,0000,0,25173,0000,0000,0,27313,0000,0000,0,17625,0000,0000,0,18338,0000,0000,0,17457,0000,0000,0,18746,0000,0000
"Gosper, NE",31073,0,21351,0000,0000,0,13402,0000,0000,0,22582,0000,0000,0,19297,0000,0000,0,20021,0000,0000,0,20001,0000,0000,0,22623,0000,0000,0,19812,0000,0000,0,19921,0000,0000,0,20122,0000,0000,0,22488,0000,0000
"Grant, NE",31075,0,-564,0000,0000,0,413,0000,0000,0,1801,0000,0000,0,1746,0000,0000,0,1962,0000,0000,0,734,0000,0000,0,-441,0000,0000,0,3699,0000,0000,0,4029,0000,0000,0,1545,0000,0000,0,-934,0000,0000
"Greeley, NE",31077,0,32125,0000,0000,0,24345,0000,0000,0,37328,0000,0000,0,35853,0000,0000,0,39225,0000,0000,0,33432,0000,0000,0,42535,0000,0000,0,23176,0000,0000,0,25621,0000,0000,0,22392,0000,0000,0,28779,0000,0000
"Hall, NE",31079,0,1120891,0000,0000,0,1193624,0000,0000,0,1235889,0000,0000,0,1286898,0000,0000,0,1364469,0000,0000,0,1444960,0000,0000,0,1554722,0000,0000,0,32590,0000,0000,0,33659,0000,0000,0,34776,0000,0000,0,36796,0000,0000
"Hamilton, NE",31081,0,121250,0000,0000,0,118555,0000,0000,0,134475,0000,0000,0,134449,0000,0000,0,149299,0000,0000,0,148125,0000,0000,0,169203,0000,0000,0,25766,0000,0000,0,26988,0000,0000,0,26791,0000,0000,0,30269,0000,0000
"Harlan, NE",31083,0,38918,0000,0000,0,31518,0000,0000,0,45790,0000,0000,0,42440,0000,0000,0,43086,0000,0000,0,41401,0000,0000,0,45877,0000,0000,0,23115,0000,0000,0,23366,0000,0000,0,23052,0000,0000,0,25124,0000,0000
"Hayes, NE",31085,0,11718,0000,0000,0,7152,0000,0000,0,15143,0000,0000,0,12763,0000,0000,0,15416,0000,0000,0,11844,0000,0000,0,16681,0000,0000,0,18769,0000,0000,0,22086,0000,0000,0,17731,0000,0000,0,24897,0000,0000
"Hitchcock, NE",31087,0,25344,0000,0000,0,18214,0000,0000,0,28043,0000,0000,0,26794,0000,0000,0,32053,0000,0000,0,26530,0000,0000,0,37695,0000,0000,0,17012,0000,0000,0,20172,0000,0000,0,16887,0000,0000,0,23752,0000,0000
"Holt, NE",31089,0,165500,0000,0000,0,169002,0000,0000,0,202779,0000,0000,0,207234,0000,0000,0,205430,0000,0000,0,198206,0000,0000,0,221222,0000,0000,0,27118,0000,0000,0,26480,0000,0000,0,25758,0000,0000,0,28395,0000,0000
"Hooker, NE",31091,0,2680,0000,0000,0,3648,0000,0000,0,5756,0000,0000,0,6469,0000,0000,0,6017,0000,0000,0,6872,0000,0000,0,4972,0000,0000,0,10728,0000,0000,0,9314,0000,0000,0,9720,0000,0000,0,7248,0000,0000
"Howard, NE",31093,0,60929,0000,0000,0,53027,0000,0000,0,70281,0000,0000,0,69089,0000,0000,0,74947,0000,0000,0,68746,0000,0000,0,80477,0000,0000,0,21795,0000,0000,0,23319,0000,0000,0,21571,0000,0000,0,24808,0000,0000
"Jefferson, NE",31095,0,111411,0000,0000,0,102981,0000,0000,0,120567,0000,0000,0,133489,0000,0000,0,135411,0000,0000,0,137252,0000,0000,0,165179,0000,0000,0,28336,0000,0000,0,28364,0000,0000,0,28282,0000,0000,0,31863,0000,0000
"Johnson, NE",31097,0,55657,0000,0000,0,51383,0000,0000,0,73339,0000,0000,0,82147,0000,0000,0,71259,0000,0000,0,72788,0000,0000,0,81494,0000,0000,0,25857,0000,0000,0,23945,0000,0000,0,23983,0000,0000,0,26869,0000,0000
"Kearney, NE",31099,0,95010,0000,0000,0,86363,0000,0000,0,104790,0000,0000,0,102948,0000,0000,0,104651,0000,0000,0,97121,0000,0000,0,114220,0000,0000,0,28805,0000,0000,0,29841,0000,0000,0,28118,0000,0000,0,32430,0000,0000
"Keith, NE",31101,0,118591,0000,0000,0,118051,0000,0000,0,120998,0000,0000,0,123190,0000,0000,0,127479,0000,0000,0,129405,0000,0000,0,139208,0000,0000,0,22881,0000,0000,0,23864,0000,0000,0,24102,0000,0000,0,26010,0000,0000
"Keya Paha, NE",31103,0,7244,0000,0000,0,5443,0000,0000,0,10533,0000,0000,0,10344,0000,0000,0,10717,0000,0000,0,7241,0000,0000,0,8524,0000,0000,0,17503,0000,0000,0,17802,0000,0000,0,12294,0000,0000,0,14671,0000,0000
"Kimball, NE",31105,0,53442,0000,0000,0,45188,0000,0000,0,56052,0000,0000,0,57437,0000,0000,0,61532,0000,0000,0,56635,0000,0000,0,65485,0000,0000,0,21440,0000,0000,0,23316,0000,0000,0,21850,0000,0000,0,25600,0000,0000
"Knox, NE",31107,0,96777,0000,0000,0,80674,0000,0000,0,114494,0000,0000,0,120799,0000,0000,0,119061,0000,0000,0,105262,0000,0000,0,126005,0000,0000,0,25512,0000,0000,0,25219,0000,0000,0,22458,0000,0000,0,26832,0000,0000
"Lancaster, NE",31109,0,6223660,0000,0000,0,6513154,0000,0000,0,6725684,0000,0000,0,7103766,0000,0000,0,7408272,0000,0000,0,7649036,0000,0000,0,7952098,0000,0000,0,36086,0000,0000,0,36955,0000,0000,0,37726,0000,0000,0,38670,0000,0000
"Lincoln, NE",31111,0,652631,0000,0000,0,675107,0000,0000,0,712455,0000,0000,0,739737,0000,0000,0,790585,0000,0000,0,812317,0000,0000,0,861032,0000,0000,0,33498,0000,0000,0,34982,0000,0000,0,35536,0000,0000,0,37190,0000,0000
"Logan, NE",31113,0,6302,0000,0000,0,5058,0000,0000,0,7533,0000,0000,0,7600,0000,0000,0,8068,0000,0000,0,7745,0000,0000,0,9400,0000,0000,0,18582,0000,0000,0,19488,0000,0000,0,18310,0000,0000,0,21364,0000,0000
"Loup, NE",31115,0,-685,0000,0000,0,-958,0000,0000,0,1596,0000,0000,0,1499,0000,0000,0,682,0000,0000,0,-1683,0000,0000,0,-2349,0000,0000,0,4345,0000,0000,0,1949,0000,0000,0,-4921,0000,0000,0,-6970,0000,0000
"McPherson, NE",31117,0,895,0000,0000,0,183,0000,0000,0,2804,0000,0000,0,2687,0000,0000,0,3060,0000,0000,0,2700,0000,0000,0,1573,0000,0000,0,10415,0000,0000,0,11333,0000,0000,0,10037,0000,0000,0,5936,0000,0000
"Madison, NE",31119,0,708635,0000,0000,0,778998,0000,0000,0,825864,0000,0000,0,875242,0000,0000,0,896765,0000,0000,0,884452,0000,0000,0,918621,0000,0000,0,29699,0000,0000,0,30608,0000,0000,0,31105,0000,0000,0,32769,0000,0000
"Merrick, NE",31121,0,95696,0000,0000,0,82457,0000,0000,0,97455,0000,0000,0,96561,0000,0000,0,96820,0000,0000,0,94149,0000,0000,0,102432,0000,0000,0,25613,0000,0000,0,26062,0000,0000,0,25302,0000,0000,0,27264,0000,0000
"Morrill, NE",31123,0,54190,0000,0000,0,56878,0000,0000,0,70885,0000,0000,0,61580,0000,0000,0,66669,0000,0000,0,66289,0000,0000,0,72352,0000,0000,0,23397,0000,0000,0,24793,0000,0000,0,24716,0000,0000,0,26678,0000,0000
"Nance, NE",31125,0,39539,0000,0000,0,28429,0000,0000,0,41361,0000,0000,0,48792,0000,0000,0,52729,0000,0000,0,47310,0000,0000,0,58721,0000,0000,0,24420,0000,0000,0,25949,0000,0000,0,23643,0000,0000,0,29070,0000,0000
"Nemaha, NE",31127,0,192866,0000,0000,0,156591,0000,0000,0,186602,0000,0000,0,224988,0000,0000,0,200476,0000,0000,0,194226,0000,0000,0,203021,0000,0000,0,44124,0000,0000,0,38244,0000,0000,0,37045,0000,0000,0,39073,0000,0000
"Nuckolls, NE",31129,0,58704,0000,0000,0,42502,0000,0000,0,64927,0000,0000,0,62097,0000,0000,0,61429,0000,0000,0,54780,0000,0000,0,65733,0000,0000,0,20623,0000,0000,0,20334,0000,0000,0,18588,0000,0000,0,22943,0000,0000
"Otoe, NE",31131,0,204242,0000,0000,0,190056,0000,0000,0,228850,0000,0000,0,243528,0000,0000,0,252000,0000,0000,0,256321,0000,0000,0,277101,0000,0000,0,26342,0000,0000,0,27056,0000,0000,0,27323,0000,0000,0,28544,0000,0000
"Pawnee, NE",31133,0,37862,0000,0000,0,26180,0000,0000,0,37319,0000,0000,0,45668,0000,0000,0,44870,0000,0000,0,39456,0000,0000,0,42598,0000,0000,0,28121,0000,0000,0,27343,0000,0000,0,24073,0000,0000,0,26038,0000,0000
"Perkins, NE",31135,0,55155,0000,0000,0,43327,0000,0000,0,63213,0000,0000,0,57804,0000,0000,0,56462,0000,0000,0,51249,0000,0000,0,67782,0000,0000,0,28047,0000,0000,0,27529,0000,0000,0,24951,0000,0000,0,32293,0000,0000
"Phelps, NE",31137,0,200556,0000,0000,0,195458,0000,0000,0,221069,0000,0000,0,217215,0000,0000,0,222637,0000,0000,0,206007,0000,0000,0,233283,0000,0000,0,33341,0000,0000,0,33835,0000,0000,0,31327,0000,0000,0,35507,0000,0000
"Pierce, NE",31139,0,81923,0000,0000,0,67745,0000,0000,0,88703,0000,0000,0,97511,0000,0000,0,98845,0000,0000,0,92442,0000,0000,0,109546,0000,0000,0,26657,0000,0000,0,26614,0000,0000,0,24890,0000,0000,0,29345,0000,0000
"Platte, NE",31141,0,668165,0000,0000,0,655082,0000,0000,0,696976,0000,0000,0,742068,0000,0000,0,767136,0000,0000,0,818296,0000,0000,0,945740,0000,0000,0,33329,0000,0000,0,33847,0000,0000,0,34646,0000,0000,0,38272,0000,0000
"Polk, NE",31143,0,69059,0000,0000,0,54602,0000,0000,0,69527,0000,0000,0,71706,0000,0000,0,75835,0000,0000,0,71493,0000,0000,0,81549,0000,0000,0,25020,0000,0000,0,25594,0000,0000,0,24425,0000,0000,0,28033,0000,0000
"Red Willow, NE",31145,0,183495,0000,0000,0,180956,0000,0000,0,199803,0000,0000,0,203044,0000,0000,0,214584,0000,0000,0,211956,0000,0000,0,233969,0000,0000,0,27387,0000,0000,0,28873,0000,0000,0,28643,0000,0000,0,31759,0000,0000
"Richardson, NE",31147,0,113692,0000,0000,0,87998,0000,0000,0,103638,0000,0000,0,119570,0000,0000,0,116424,0000,0000,0,110600,0000,0000,0,121191,0000,0000,0,26268,0000,0000,0,25481,0000,0000,0,24302,0000,0000,0,27082,0000,0000
"Rock, NE",31149,0,17274,0000,0000,0,16457,0000,0000,0,21420,0000,0000,0,20656,0000,0000,0,19480,0000,0000,0,18687,0000,0000,0,20293,0000,0000,0,18103,0000,0000,0,16954,0000,0000,0,16363,0000,0000,0,18103,0000,0000
"Saline, NE",31151,0,248664,0000,0000,0,251900,0000,0000,0,281008,0000,0000,0,310370,0000,0000,0,318216,0000,0000,0,313011,0000,0000,0,339726,0000,0000,0,35827,0000,0000,0,35690,0000,0000,0,35785,0000,0000,0,38206,0000,0000
"Sarpy, NE",31153,0,2108173,0000,0000,0,2587333,0000,0000,0,2761490,0000,0000,0,2998658,0000,0000,0,3190459,0000,0000,0,3314477,0000,0000,0,3451768,0000,0000,0,41959,0000,0000,0,43025,0000,0000,0,43597,0000,0000,0,43476,0000,0000
"Saunders, NE",31155,0,194705,0000,0000,0,181532,0000,0000,0,204429,0000,0000,0,229984,0000,0000,0,234300,0000,0000,0,222430,0000,0000,0,253200,0000,0000,0,29309,0000,0000,0,29435,0000,0000,0,27825,0000,0000,0,31198,0000,0000
"Scotts Bluff, NE",31157,0,623706,0000,0000,0,673270,0000,0000,0,688628,0000,0000,0,715228,0000,0000,0,751225,0000,0000,0,797778,0000,0000,0,858372,0000,0000,0,30736,0000,0000,0,31992,0000,0000,0,33503,0000,0000,0,35318,0000,0000
"Seward, NE",31159,0,242251,0000,0000,0,228886,0000,0000,0,260604,0000,0000,0,267295,0000,0000,0,271018,0000,0000,0,272222,0000,0000,0,306478,0000,0000,0,29130,0000,0000,0,29120,0000,0000,0,28849,0000,0000,0,32835,0000,0000
"Sheridan, NE",31161,0,47413,0000,0000,0,43955,0000,0000,0,57815,0000,0000,0,50086,0000,0000,0,60537,0000,0000,0,49055,0000,0000,0,57961,0000,0000,0,15178,0000,0000,0,18185,0000,0000,0,14727,0000,0000,0,17506,0000,0000
"Sherman, NE",31163,0,28037,0000,0000,0,20293,0000,0000,0,34633,0000,0000,0,35057,0000,0000,0,37103,0000,0000,0,32639,0000,0000,0,46545,0000,0000,0,20549,0000,0000,0,20809,0000,0000,0,18662,0000,0000,0,26446,0000,0000
"Sioux, NE",31165,0,1412,0000,0000,0,2207,0000,0000,0,9396,0000,0000,0,8430,0000,0000,0,8061,0000,0000,0,1000,0000,0000,0,3747,0000,0000,0,11708,0000,0000,0,11149,0000,0000,0,1441,0000,0000,0,5391,0000,0000
"Stanton, NE",31167,0,88686,0000,0000,0,72736,0000,0000,0,87006,0000,0000,0,99749,0000,0000,0,100121,0000,0000,0,100285,0000,0000,0,121346,0000,0000,0,41032,0000,0000,0,40601,0000,0000,0,40916,0000,0000,0,48989,0000,0000
"Thayer, NE",31169,0,96199,0000,0000,0,85010,0000,0000,0,108036,0000,0000,0,109432,0000,0000,0,107089,0000,0000,0,105616,0000,0000,0,128835,0000,0000,0,29260,0000,0000,0,28718,0000,0000,0,28833,0000,0000,0,35162,0000,0000
"Thomas, NE",31171,0,3879,0000,0000,0,7285,0000,0000,0,8210,0000,0000,0,8097,0000,0000,0,6732,0000,0000,0,5678,0000,0000,0,4878,0000,0000,0,15601,0000,0000,0,13097,0000,0000,0,11379,0000,0000,0,9835,0000,0000
"Thurston, NE",31173,0,96215,0000,0000,0,94683,0000,0000,0,112952,0000,0000,0,116031,0000,0000,0,122446,0000,0000,0,125494,0000,0000,0,141410,0000,0000,0,34709,0000,0000,0,36227,0000,0000,0,36176,0000,0000,0,40484,0000,0000
"Valley, NE",31175,0,55429,0000,0000,0,51615,0000,0000,0,63980,0000,0000,0,63752,0000,0000,0,67236,0000,0000,0,64306,0000,0000,0,75218,0000,0000,0,22858,0000,0000,0,24030,0000,0000,0,22398,0000,0000,0,25830,0000,0000
"Washington, NE",31177,0,321720,0000,0000,0,343957,0000,0000,0,360560,0000,0000,0,379412,0000,0000,0,405992,0000,0000,0,433954,0000,0000,0,441638,0000,0000,0,35716,0000,0000,0,37016,0000,0000,0,39831,0000,0000,0,39913,0000,0000
"Wayne, NE",31179,0,148993,0000,0000,0,144268,0000,0000,0,176097,0000,0000,0,181001,0000,0000,0,183538,0000,0000,0,174305,0000,0000,0,195864,0000,0000,0,29542,0000,0000,0,29656,0000,0000,0,28010,0000,0000,0,32072,0000,0000
"Webster, NE",31181,0,50153,0000,0000,0,36925,0000,0000,0,57444,0000,0000,0,55657,0000,0000,0,54012,0000,0000,0,45526,0000,0000,0,56370,0000,0000,0,29278,0000,0000,0,30378,0000,0000,0,25721,0000,0000,0,32322,0000,0000
"Wheeler, NE",31183,0,16277,0000,0000,0,15823,0000,0000,0,24381,0000,0000,0,20509,0000,0000,0,18250,0000,0000,0,14866,0000,0000,0,17421,0000,0000,0,30980,0000,0000,0,27239,0000,0000,0,23374,0000,0000,0,27392,0000,0000
"York, NE",31185,0,281120,0000,0000,0,278607,0000,0000,0,348803,0000,0000,0,380680,0000,0000,0,346680,0000,0000,0,342986,0000,0000,0,378535,0000,0000,0,33935,0000,0000,0,31882,0000,0000,0,31369,0000,0000,0,34563,0000,0000
NEVADA,32000,0,48460530,0000,0000,0,50995015,0000,0000,0,54686446,0000,0000,0,61029944,0000,0000,0,67751562,0000,0000,0,72716039,0000,0000,0,76401717,0000,0000,0,42099,0000,0000,0,43906,0000,0000,0,44713,0000,0000,0,45845,0000,0000
"Churchill, NV",32001,0,429171,0000,0000,0,459520,0000,0000,0,492789,0000,0000,0,540588,0000,0000,0,580731,0000,0000,0,597431,0000,0000,0,618250,0000,0000,0,28115,0000,0000,0,28665,0000,0000,0,27940,0000,0000,0,27586,0000,0000
"Clark, NV",32003,0,33536151,0000,0000,0,35820216,0000,0000,0,38643376,0000,0000,0,43585788,0000,0000,0,49035431,0000,0000,0,52824288,0000,0000,0,55632121,0000,0000,0,43014,0000,0000,0,45086,0000,0000,0,45846,0000,0000,0,47093,0000,0000
"Douglas, NV",32005,0,873864,0000,0000,0,889051,0000,0000,0,946552,0000,0000,0,1010506,0000,0000,0,1067872,0000,0000,0,1114029,0000,0000,0,1158300,0000,0000,0,32368,0000,0000,0,33320,0000,0000,0,34060,0000,0000,0,35150,0000,0000
"Elko, NV",32007,0,759243,0000,0000,0,742341,0000,0000,0,772051,0000,0000,0,854707,0000,0000,0,933385,0000,0000,0,1008298,0000,0000,0,1092820,0000,0000,0,36571,0000,0000,0,38077,0000,0000,0,39926,0000,0000,0,41798,0000,0000
"Esmeralda, NV",32009,0,11678,0000,0000,0,10724,0000,0000,0,10868,0000,0000,0,11145,0000,0000,0,11440,0000,0000,0,11898,0000,0000,0,12686,0000,0000,0,24071,0000,0000,0,24392,0000,0000,0,24996,0000,0000,0,26934,0000,0000
"Eureka, NV",32011,0,282890,0000,0000,0,287682,0000,0000,0,294158,0000,0000,0,314124,0000,0000,0,322867,0000,0000,0,389989,0000,0000,0,467430,0000,0000,0,77927,0000,0000,0,75560,0000,0000,0,81180,0000,0000,0,84633,0000,0000
"Humboldt, NV",32013,0,319905,0000,0000,0,314153,0000,0000,0,337323,0000,0000,0,376011,0000,0000,0,365623,0000,0000,0,412489,0000,0000,0,431034,0000,0000,0,39685,0000,0000,0,38273,0000,0000,0,41040,0000,0000,0,41811,0000,0000
"Lander, NV",32015,0,100964,0000,0000,0,97004,0000,0000,0,98660,0000,0000,0,102940,0000,0000,0,166730,0000,0000,0,171703,0000,0000,0,172662,0000,0000,0,41659,0000,0000,0,52713,0000,0000,0,53859,0000,0000,0,51633,0000,0000
"Lincoln, NV",32017,0,64598,0000,0000,0,57597,0000,0000,0,60796,0000,0000,0,62614,0000,0000,0,64405,0000,0000,0,67833,0000,0000,0,71496,0000,0000,0,31639,0000,0000,0,31758,0000,0000,0,32348,0000,0000,0,32766,0000,0000
"Lyon, NV",32019,0,408444,0000,0000,0,415689,0000,0000,0,448658,0000,0000,0,494210,0000,0000,0,554211,0000,0000,0,599369,0000,0000,0,637816,0000,0000,0,31450,0000,0000,0,32115,0000,0000,0,33023,0000,0000,0,33926,0000,0000
"Mineral, NV",32021,0,71449,0000,0000,0,73596,0000,0000,0,81071,0000,0000,0,86789,0000,0000,0,83009,0000,0000,0,81788,0000,0000,0,86286,0000,0000,0,36900,0000,0000,0,35904,0000,0000,0,35856,0000,0000,0,36515,0000,0000
"Nye, NV",32023,0,459708,0000,0000,0,465760,0000,0000,0,532461,0000,0000,0,595457,0000,0000,0,693398,0000,0000,0,716683,0000,0000,0,713700,0000,0000,0,37082,0000,0000,0,40106,0000,0000,0,38986,0000,0000,0,38068,0000,0000
"Pershing, NV",32027,0,85526,0000,0000,0,82022,0000,0000,0,87591,0000,0000,0,92972,0000,0000,0,92488,0000,0000,0,93344,0000,0000,0,102811,0000,0000,0,36417,0000,0000,0,36995,0000,0000,0,37323,0000,0000,0,41290,0000,0000
"Storey, NV",32029,0,40315,0000,0000,0,43618,0000,0000,0,51333,0000,0000,0,68972,0000,0000,0,86150,0000,0000,0,109661,0000,0000,0,165064,0000,0000,0,36206,0000,0000,0,37473,0000,0000,0,38832,0000,0000,0,45902,0000,0000
"Washoe, NV",32031,0,9472476,0000,0000,0,9612324,0000,0000,0,10138401,0000,0000,0,11003173,0000,0000,0,11729195,0000,0000,0,12460925,0000,0000,0,12886946,0000,0000,0,42336,0000,0000,0,43346,0000,0000,0,44122,0000,0000,0,44849,0000,0000
"White Pine, NV",32033,0,129840,0000,0000,0,133772,0000,0000,0,135448,0000,0000,0,160178,0000,0000,0,188818,0000,0000,0,207726,0000,0000,0,226904,0000,0000,0,36305,0000,0000,0,38589,0000,0000,0,41150,0000,0000,0,43360,0000,0000
"Carson City city, NV",32510,0,1414308,0000,0000,0,1489946,0000,0000,0,1554910,0000,0000,0,1669770,0000,0000,0,1775809,0000,0000,0,1848585,0000,0000,0,1925391,0000,0000,0,40465,0000,0000,0,42222,0000,0000,0,43472,0000,0000,0,44470,0000,0000
NEW HAMPSHIRE,33000,0,30232218,0000,0000,0,31176287,0000,0000,0,32510754,0000,0000,0,34822353,0000,0000,0,36558070,0000,0000,0,38508998,0000,0000,0,39708802,0000,0000,0,42204,0000,0000,0,43361,0000,0000,0,45501,0000,0000,0,46826,0000,0000
"Belknap, NH",33001,0,1158410,0000,0000,0,1192159,0000,0000,0,1256996,0000,0000,0,1365307,0000,0000,0,1433530,0000,0000,0,1484458,0000,0000,0,1520374,0000,0000,0,34469,0000,0000,0,35883,0000,0000,0,36996,0000,0000,0,37892,0000,0000
"Carroll, NH",33003,0,768186,0000,0000,0,805679,0000,0000,0,843541,0000,0000,0,914665,0000,0000,0,944205,0000,0000,0,985275,0000,0000,0,1003142,0000,0000,0,28630,0000,0000,0,29072,0000,0000,0,30429,0000,0000,0,30945,0000,0000
"Cheshire, NH",33005,0,1400619,0000,0000,0,1460401,0000,0000,0,1520600,0000,0000,0,1649916,0000,0000,0,1755223,0000,0000,0,1926521,0000,0000,0,1864410,0000,0000,0,34994,0000,0000,0,36074,0000,0000,0,39658,0000,0000,0,39026,0000,0000
"Coos, NH",33007,0,532641,0000,0000,0,528221,0000,0000,0,585003,0000,0000,0,613972,0000,0000,0,628938,0000,0000,0,645933,0000,0000,0,655041,0000,0000,0,31133,0000,0000,0,31622,0000,0000,0,32842,0000,0000,0,33419,0000,0000
"Grafton, NH",33009,0,2341474,0000,0000,0,2534664,0000,0000,0,2778189,0000,0000,0,2944860,0000,0000,0,3112723,0000,0000,0,3305250,0000,0000,0,3474741,0000,0000,0,42233,0000,0000,0,44185,0000,0000,0,46576,0000,0000,0,48824,0000,0000
"Hillsborough, NH",33011,0,10722898,0000,0000,0,10887142,0000,0000,0,11456202,0000,0000,0,12199247,0000,0000,0,12824683,0000,0000,0,13375713,0000,0000,0,13997367,0000,0000,0,48082,0000,0000,0,49387,0000,0000,0,51579,0000,0000,0,53790,0000,0000
"Merrimack, NH",33013,0,3348350,0000,0000,0,3506206,0000,0000,0,3626161,0000,0000,0,3797072,0000,0000,0,3960291,0000,0000,0,4169414,0000,0000,0,4337902,0000,0000,0,40079,0000,0000,0,41119,0000,0000,0,42808,0000,0000,0,44515,0000,0000
"Rockingham, NH",33015,0,7222863,0000,0000,0,7506210,0000,0000,0,7604553,0000,0000,0,8326175,0000,0000,0,8763609,0000,0000,0,9354560,0000,0000,0,9439494,0000,0000,0,44116,0000,0000,0,45056,0000,0000,0,47739,0000,0000,0,48129,0000,0000
"Strafford, NH",33017,0,2107059,0000,0000,0,2086725,0000,0000,0,2151318,0000,0000,0,2267480,0000,0000,0,2351364,0000,0000,0,2441570,0000,0000,0,2564751,0000,0000,0,38605,0000,0000,0,39520,0000,0000,0,40390,0000,0000,0,41590,0000,0000
